business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
KIDDIE KORNER LLC,1720 100TH PL SE # 100,EVERETT,WA,98208,3865,5,8351,Child Day Care Service,31195520,402541539,47.906651,-122.208874,3,9,9134,54,31,0101000020E610000005BF0D315E8D5EC05EF1D4230DF44740
NORTHSIDE CHURCH OFFICES,1710 100TH PL SE # 101,EVERETT,WA,98208,3839,4,8661,Religious Organization,15906577,402773210,47.906652,-122.208978,3,9,0,0,0,0101000020E610000058E542E55F8D5EC02F6D382C0DF44740
CLINE CONSTRUCTION & DESIGN,1510 SKYLINE WAY,ANACORTES,WA,98221,2991,3,1521,Single-Family Homes Contractor,37303972,558552550,48.497726,-122.685387,3,9,0,0,0,0101000020E6100000A1866F61DDAB5EC0382F4E7CB53F4840
KELLY CONSTRUCTION LLC NW,1111 41ST ST,ANACORTES,WA,98221,3914,2,1711,Plumbing/Heating/Ac Contractor,97897565,628461451,48.487853,-122.61411,3,9,0,0,0,0101000020E6100000618907944DA75EC0B42094F7713E4840
TRUE COLOURS,1214 27TH CT,ANACORTES,WA,98221,2711,3,1721,Painting/Paper Hanging Contractor,48414608,959009481,48.500235,-122.616541,3,9,0,0,0,0101000020E610000029E9616875A75EC044A852B307404840
SKYLINE STORAGE,6040 SANDS WAY,ANACORTES,WA,98221,4015,2,4493,Marina,187003346,402310121,48.496219,-122.687415,3,9,0,0,0,0101000020E6100000E9F17B9BFEAB5EC0B153AC1A843F4840
TOPCAT ENGINEERING,1019 Q AVE # G,ANACORTES,WA,98221,4100,4,5551,Retailer Of Boats,9554541,976740092,48.513818,-122.610873,3,9,0,0,0,0101000020E61000009A40118B18A75EC04E0CC9C9C4414840
LITTLE CAESARS PIZZA,1419 COMMERCIAL AVE,ANACORTES,WA,98221,2232,14,5812,Eating Places,15995178,402540628,48.510291,-122.612393,3,2,6343,4384,321,0101000020E610000028D3687231A75EC0B9382A3751414840
TOM ALLEN,14533 JURA PL,ANACORTES,WA,98221,8605,1,5999,Retailer Of Miscellaneous Merchandise,97898178,402309798,48.434299,-122.57957,3,9,0,0,0,0101000020E610000089EFC4AC17A55EC0BFD7101C97374840
COLDWELL BANKER,3217 COMMERCIAL AVE,ANACORTES,WA,98221,,2,6282,Investment Advisory Services,199392276,402309853,48.495706,-122.61262,3,9,9472,5535,308,0101000020E61000000938842A35A75EC02A37514B733F4840
PROACTIVE FINANCIAL MANAGEMENT,1015 6TH ST,ANACORTES,WA,98221,1795,2,6282,Investment Advisory Services,31264352,402773482,48.517303,-122.612784,3,9,0,0,0,0101000020E6100000C6E061DA37A75EC0B48F15FC36424840
JOE ARELLANO,1300 O AVE,ANACORTES,WA,98221,2187,1,7299,Personal Service,31267103,402309931,48.51096,-122.614367,3,9,0,0,0,0101000020E6100000772FF7C951A75EC036C8242367414840
ANACORTES COMPUTER SVC,2316 31ST ST,ANACORTES,WA,98221,2612,2,7378,Computer Maintenance Service,97899255,585896079,48.49745,-122.635881,3,9,0,0,0,0101000020E610000075C93846B2A85EC096B20C71AC3F4840
U-HAUL NEIGHBORHOOD DEALER,7546 STATE ROUTE 20,ANACORTES,WA,98221,8313,2,7513,Truck Rental/Leasing Service,167740064,402580656,48.459005,-122.581743,3,2,4242,30764,331,0101000020E610000053EBFD463BA55EC0A9D903ADC03A4840
ANACORTES TOWING,9655 PADILLA HEIGHTS RD,ANACORTES,WA,98221,8698,2,7549,Automotive Service,165632750,558550703,48.458336,-122.537161,3,9,0,0,0,0101000020E6100000F2EB87D860A25EC02C4A09C1AA3A4840
NORTH ISLAND BOAT CO,700 28TH ST,ANACORTES,WA,98221,2878,2,7699,Repair Services,31310925,402309845,48.499587,-122.606589,3,9,0,0,0,0101000020E61000004147AB5AD2A65EC0DD408177F23F4840
ANACORTES COMMUNITY THEATRE,1302 10TH ST,ANACORTES,WA,98221,1902,3,7922,Theatrical Producers/Service,37301055,402310140,48.514337,-122.614179,3,9,0,0,0,0101000020E6100000F5B86FB54EA75EC0B60F79CBD5414840
HIGHLINER CHARTERS,4009 ROBIN CT,ANACORTES,WA,98221,3259,1,7999,Recreation Service,97900239,402309857,48.491746,-122.659286,3,9,0,0,0,0101000020E61000007B2DE8BD31AA5EC02BF86D88F13E4840
SLEEP WELLNESS CTR,1110 22ND ST,ANACORTES,WA,98221,2522,5,8099,Health/Allied Service,199392272,402310102,48.504617,-122.612863,3,9,0,0,0,0101000020E61000006C7BBB2539A75EC0B900344A97404840
COMPANIONS & CARE SENOIR SVC,1101 22ND ST,ANACORTES,WA,98221,2522,10,8082,Home Health Care Service,31313676,402310084,48.504343,-122.61271,3,9,0,0,0,0101000020E6100000A9FB00A436A75EC0B77BB94F8E404840
DEWEY W WEDDLE LAW OFFICE,909 7TH ST,ANACORTES,WA,98221,4103,2,8111,Legal Service,35503689,632111217,48.516513,-122.611183,3,9,0,0,0,0101000020E6100000C1374D9F1DA75EC0BC7A15191D424840
STARBUCKS,1500 116TH ST NE,ARLINGTON,WA,98223,,16,5812,Eating Places,199392909,402371395,48.19122,-122.11734,7,2,116716,9728,318,0101000020E6100000CFA0A17F82875EC0AA2B9FE579184840
GUNNAR USA,3810 166TH PL NE,ARLINGTON,WA,98223,8402,4,3999,Manufacturer Of Miscellaneous Products,32347151,402816134,48.146586,-122.176486,3,9,0,0,0,0101000020E6100000EB8CEF8B4B8B5EC096067E54C3124840
WORLDWIDE HOME LENDING,4724 202ND PL NE,ARLINGTON,WA,98223,6377,3,6162,Mortgage Bankers And Correspondents,97996107,403136012,48.179762,-122.165827,3,9,0,0,0,0101000020E6100000CD72D9E89C8A5EC02288F37002174840
CURVES,17820 12TH AVE NW,ARLINGTON,WA,98223,9632,4,7991,Physical Fitness Facility,55299101,415032115,48.157162,-122.249046,3,2,3411,8727,329,0101000020E6100000C74CA25EF08F5EC0441669E21D144840
VAUGHAN SAFETY INC,3810 166TH PL NE # 202,ARLINGTON,WA,98223,8403,3,8742,Management Consulting Service,32347151,382240307,48.146586,-122.176486,3,9,0,0,0,0101000020E6100000EB8CEF8B4B8B5EC096067E54C3124840
STILLAGUAMISH ECONOMIC CORP,24720 35TH AVE NE,ARLINGTON,WA,98223,7679,5,9999,Nonclassifiable Establishments,152897180,425381187,48.220487,-122.182998,3,9,0,0,0,0101000020E6100000F04E3E3DB68B5EC0B91803EB381C4840
PRIVATE GARDENS DESIGN INC,1609 12TH ST # 101,BELLINGHAM,WA,98225,7447,3,781,Landscape Services,148680046,238675631,48.717485,-122.501988,3,9,0,0,0,0101000020E610000001BF469220A05EC06F2F698CD65B4840
LFS TRAWL,803 HARRIS AVE # 2,BELLINGHAM,WA,98225,,10,3357,Manufacturer Of Wiredrawing/Insulating,31297733,532787595,48.720247,-122.506814,3,2,0,0,0,0101000020E6100000EBC9FCA36FA05EC06405BF0D315C4840
SPORTSMAN CHALET,2420 JAMES ST,BELLINGHAM,WA,98225,3836,7,7999,Recreation Service,46901463,174805358,48.761965,-122.464728,3,9,0,0,0,0101000020E61000004562821ABE9D5EC02BD9B11188614840
MET LIFE,2524 MERIDIAN ST,BELLINGHAM,WA,98225,2407,2,6411,"Insurance Agents, Brokers And Service",32478787,237399456,48.763419,-122.485862,3,2,410,2416,285,0101000020E6100000A017EE5C189F5EC09012BBB6B7614840
VELVET ROPE HAIR STUDIO,1400 N STATE ST # 103,BELLINGHAM,WA,98225,4558,3,7231,Beauty Shops,31246143,368996922,48.749307,-122.475463,3,9,0,0,0,0101000020E610000051DD5CFC6D9E5EC0FAD4B14AE95F4840
FAMILY CARE NTWRK MED TESTING,3130 SQUALICUM PKWY # 100,BELLINGHAM,WA,98225,1940,3,8011,Medical Doctor's Office,31061401,632371308,48.772114,-122.470182,3,9,0,0,0,0101000020E6100000BE4A3E76179E5EC05264ADA1D4624840
SIGNATURE HOME HEALTH,401 HARRIS AVE # 320,BELLINGHAM,WA,98225,7071,35,8082,Home Health Care Service,9688632,255072423,48.720257,-122.511515,3,9,0,0,0,0101000020E6100000761A69A9BCA05EC087DBA161315C4840
PEMBERTON & HOOGESTRAAT,119 N COMMERCIAL ST # 186,BELLINGHAM,WA,98225,4458,5,8111,Legal Service,9570569,174788885,48.752072,-122.478288,3,9,0,0,0,0101000020E61000006F8445459C9E5EC0601E32E543604840
GRAND VIEW SIGN & AWNING,5373 GUIDE MERIDIAN # B,BELLINGHAM,WA,98226,9740,5,3993,Manufacturer Of Advertising Displays,35442557,225580331,48.835921,-122.486171,3,9,0,0,0,0101000020E6100000DF50F86C1D9F5EC012859675FF6A4840
1-800-GOT-JUNK?,4202 MERIDIAN ST # 7,BELLINGHAM,WA,98226,8760,5,4953,Refuse System,16241877,402533965,48.793448,-122.48577,3,9,121128,233,114,0101000020E610000030D80DDB169F5EC0CE893DB48F654840
PARAMOUNT SUPPLY CO,2230 MIDWAY LN,BELLINGHAM,WA,98226,1218,8,3494,Manufacturer Of Valves/Pipe Fittings,199395764,409783479,48.785637,-122.44698,3,9,122105,30,16,0101000020E6100000D47D00529B9C5EC087C3D2C08F644840
MAURICES,1 BELLIS FAIR PKWY,BELLINGHAM,WA,98226,5590,8,5651,Retailer Of Family Clothing,16399093,402811278,48.783991,-122.48804,3,2,11113,1104,223,0101000020E6100000F3C81F0C3C9F5EC0DEAD2CD159644840
FIVE GUYS BURGERS & FRIES,1301 W BAKERVIEW RD,BELLINGHAM,WA,98226,7370,20,5812,Eating Places,51603373,402370295,48.789567,-122.510718,3,2,148318240,1213,234,0101000020E6100000A0DE8C9AAFA05EC01B800D8810654840
CROSS FIT X,3130 HOWE PL # 102,BELLINGHAM,WA,98226,5641,3,7991,Physical Fitness Facility,168770410,402446714,48.771465,-122.447619,3,2,0,0,0,0101000020E61000005E8429CAA59C5EC01B81785DBF624840
TRAC ASSOCIATES,4202 MERIDIAN ST # 215,BELLINGHAM,WA,98226,5597,3,7361,Employment Agency,16241877,804674919,48.793448,-122.48577,3,2,148342391,12,6,0101000020E610000030D80DDB169F5EC0CE893DB48F654840
LAKE WHATCOM WATER SEWER DIST,1220 LAKEWAY DR,BELLINGHAM,WA,98229,2010,18,4941,Water Supply Service,37299750,904942869,48.744781,-122.459568,3,9,0,0,0,0101000020E61000007192E68F699D5EC052D7DAFB545F4840
PEACE LOVE PIZZA,1602 CAROLINA ST # D4,BELLINGHAM,WA,98229,5488,5,5812,Eating Places,31038347,402575253,48.760159,-122.453943,3,9,0,0,0,0101000020E6100000E1CFF0660D9D5EC04A61DEE34C614840
BEYOND LIMITS YOGA,1308 MEADOR AVE # C3,BELLINGHAM,WA,98229,5834,2,7999,Recreation Service,31059219,390952513,48.75303,-122.457771,3,9,0,0,0,0101000020E6100000A983BC1E4C9D5EC015747B4963604840
OLSEN TREE SVC,300 S SKAGIT ST,BURLINGTON,WA,98233,,2,783,Shrub And Tree Services,199399594,662833854,48.473287,-122.319023,3,9,0,0,0,0101000020E6100000FFEA71DF6A945EC09C4F1DAB943C4840
RADIAC ABRASIVES,615 E VERNON AVE,BURLINGTON,WA,98233,1807,4,5085,Wholesaler Of Industrial Supplies,9692416,402344145,48.474104,-122.326988,1,9,0,0,0,0101000020E6100000CE8B135FED945EC08E739B70AF3C4840
GOLD BUYERS AT THE MALL,201 CASCADE MALL DR,BURLINGTON,WA,98233,3253,2,5094,Wholesaler Of Jewelry And Precious Stones,9613208,402357259,48.46464,-122.336342,3,9,148435541,73,48,0101000020E61000005C9198A086955EC0EC34D252793B4840
AUTOZONE,150 S BURLINGTON BLVD,BURLINGTON,WA,98233,1707,10,5531,Retailer Of Automotive And Home Supplies,199399593,402580792,48.474823,-122.335391,3,2,3685,5354,322,0101000020E6100000DB17D00B77955EC0BE310400C73C4840
CHILDREN'S PLACE,635 CASCADE MALL DR,BURLINGTON,WA,98233,3261,15,5641,Retailer Of Children's Wear,31313762,402309767,48.462673,-122.341158,3,2,2174,1482,287,0101000020E610000033315D88D5955EC001DF6DDE383B4840
NEW YORK & CO,730 CASCADE MALL DR,BURLINGTON,WA,98233,3262,15,5651,Retailer Of Family Clothing,9703875,402309787,48.464053,-122.340743,3,2,6030,744,199,0101000020E6100000D255BABBCE955EC02B4EB516663B4840
KASPER,248 FASHION WAY,BURLINGTON,WA,98233,3242,5,5621,Retailer Of Women's Clothing,31134339,402309784,48.45706,-122.336204,3,2,0,0,0,0101000020E61000003332C85D84955EC0A6272CF1803A4840
SUNRISE SERVICES,125 E SHARON AVE,BURLINGTON,WA,98233,2229,2,5912,Drug Stores And Proprietary Stores,35450497,674852082,48.469994,-122.334272,3,9,122846,32,18,0101000020E6100000FCFD62B664955EC07AA86DC3283C4840
WELLS FARGO HOME MORTGAGE,720 S BURLINGTON BLVD,BURLINGTON,WA,98233,2212,6,6162,Mortgage Bankers And Correspondents,9702792,402309943,48.471225,-122.335529,3,2,4409,17488,330,0101000020E61000000377A04E79955EC05F07CE19513C4840
LANDED GENTRY,512 E VICTORIA AVE,BURLINGTON,WA,98233,1242,3,6531,Real Estate Agents And Managers,31209895,402310057,48.476163,-122.3293,3,9,0,0,0,0101000020E6100000A9A44E4013955EC05A48C0E8F23C4840
FRESH PERSPECTIVE MARKETING,PO BOX 1063,BURLINGTON,WA,98233,640,3,7373,Computer Systems Design Services,199399595,402618245,48.47706,-122.3331,7,9,0,0,0,0101000020E61000000C93A98251955EC0691D554D103D4840
BURLINGTON AUTOMOTIVE,747 MCCORQUEDALE RD,BURLINGTON,WA,98233,4103,3,7538,General Automotive Repair Service,198218670,402309738,48.454752,-122.331058,3,9,0,0,0,0101000020E610000011C5E40D30955EC032E54350353A4840
ACADEMY OF DANCE,404 E FAIRHAVEN AVE,BURLINGTON,WA,98233,1819,3,7911,Dance Studio/School/Hall,38707542,402309812,48.475382,-122.330712,3,9,35269,49,32,0101000020E61000004419AA622A955EC0B58D3F51D93C4840
CASCADE ENTERPRISES,12542 GWEN DR,BURLINGTON,WA,98233,3846,2,8011,Medical Doctor's Office,55347320,400086679,48.464884,-122.383077,3,9,0,0,0,0101000020E610000063B6645584985EC08237A451813B4840
CHRIST THE KING COMMUNITY CHR,988 FOUNTAIN ST,BURLINGTON,WA,98233,9442,2,8661,Religious Organization,32402449,402784619,48.483824,-122.333617,3,9,0,0,0,0101000020E6100000F0181EFB59955EC08C82E0F1ED3D4840
COUNTRY CONVENIENCE,13007 STATE ROUTE 9,CLEARLAKE,WA,98235,,4,5411,Retailer Of Groceries,199403515,174822049,48.46251,-122.23427,7,9,132633,31,9,0101000020E6100000C51B9947FE8E5EC057091687333B4840
CRAVEN INSURANCE INC,CLINTON SQ,CLINTON,WA,98236,,4,6411,"Insurance Agents, Brokers And Service",199403920,402049033,47.95607,-122.41591,7,9,0,0,0,0101000020E61000001405FA449E9A5EC0E657738060FA4740
A TO Z RENTAL CARS & VANS,9000 STATE ROUTE 525,CLINTON,WA,98236,,1,7514,Passenger Car Rental Service,51378932,478644628,47.974812,-122.351535,3,9,0,0,0,0101000020E61000008F19A88C7F965EC0CADFBDA3C6FC4740
PORT OF SOUTH WHIDBEY,POSSESSION POINT PARK,CLINTON,WA,98236,,6,7999,Recreation Service,199403922,402049058,47.95607,-122.41591,7,9,0,0,0,0101000020E61000001405FA449E9A5EC0E657738060FA4740
GARY GAFFIELD DO,44416 DALLES RD,CONCRETE,WA,98237,9431,3,8011,Medical Doctor's Office,31197777,717734180,48.534939,-121.779943,3,9,0,0,0,0101000020E6100000A06F0B96EA715EC06F2D93E178444840
PREGNANCY CHOICES,45080 1ST ST # B,CONCRETE,WA,98237,,2,8399,Social Service,199405412,689932937,48.52454,-121.77226,7,9,0,0,0,0101000020E6100000930035B56C715EC0D0B8702024434840
PIA CUCINA,130 JACOBS RD,COUPEVILLE,WA,98239,9552,6,5812,Eating Places,163696513,402551856,48.204225,-122.659241,3,9,0,0,0,0101000020E6100000ABCB290131AA5EC04703780B241A4840
PRAIRIE PERKS LLC,1203 W TERRY RD,COUPEVILLE,WA,98239,3629,7,5812,Eating Places,199405938,402594392,48.19211,-122.64857,7,9,0,0,0,0101000020E6100000ACCABE2B82A95EC0069E7B0F97184840
PROMOTIONS,107 S MAIN ST,COUPEVILLE,WA,98239,3541,2,5199,Wholesaler Of Nondurable Goods,31098917,402793123,48.207803,-122.685901,3,9,45484,17,16,0101000020E6100000CCD24ECDE5AB5EC05E81E849991A4840
DARRINGTON FUDGE FACTORY,1015 SAUK AVE,DARRINGTON,WA,98241,,3,5441,"Retailer Of Candy, Nut And Confectionery",37295202,402357237,48.254457,-121.605073,3,9,0,0,0,0101000020E610000054AC1A84B9665EC0809E060C92204840
HOMETOWN BAKERY CAFE,1180 CASCADE ST,DARRINGTON,WA,98241,,6,5812,Eating Places,37298831,402370243,48.25443,-121.607946,3,9,0,0,0,0101000020E6100000FAEE5696E8665EC0868F882991204840
POINT THOMPSON HOUSE,364 MATIA VIEW LN,EASTSOUND,WA,98245,,1,6531,Real Estate Agents And Managers,199409770,402396343,48.711089,-122.879457,3,9,0,0,0,0101000020E6100000404F030649B85EC0CEC5DFF6045B4840
ANSWER FOR YOUTH,6130 SIPER RD,EVERSON,WA,98247,9434,2,8322,Individual/Family Service,99252970,402264067,48.859565,-122.293507,3,9,0,0,0,0101000020E61000006A8995D1C8925EC0A4E4D539066E4840
KAHLSON VALUE MANAGEMENT,108 NOOKSACK AVE,NOOKSACK,WA,98276,8219,2,8741,Management Service,189344563,402356887,48.92043,-122.321686,3,9,0,0,0,0101000020E61000003065E08096945EC0EF2076A6D0754840
AMYS PET-N-HOME SITTING,2360 PINE DR,FERNDALE,WA,98248,9230,1,752,Animal Services,46903992,402429727,48.860791,-122.609583,3,9,0,0,0,0101000020E6100000A54C6A6803A75EC077D844662E6E4840
KARIN MARTIN-ALLSTATE AGENT,1863 MAIN ST # 106,FERNDALE,WA,98248,9059,2,6411,"Insurance Agents, Brokers And Service",182576284,631772449,48.844484,-122.582449,3,2,0,0,0,0101000020E6100000A0A52BD846A55EC065FF3C0D186C4840
HAIR BY TERRI,5703 3RD AVE # A,FERNDALE,WA,98248,8392,1,7231,Beauty Shops,51372141,402810994,48.847988,-122.591824,3,9,0,0,0,0101000020E61000003A3FC571E0A55EC042B3EBDE8A6C4840
SPA AT SILVER REEF,4876 HAXTON WAY,FERNDALE,WA,98248,9130,5,7231,Beauty Shops,24883744,402744709,48.818361,-122.627577,3,9,0,0,0,0101000020E610000032AEB8382AA85EC033A9A10DC0684840
FOUR PAWS ONLY PET SALON,5570 HARBOR AVE # C,FREELAND,WA,98249,,1,752,Animal Services,37326141,402049063,48.00758,-122.524575,3,9,0,0,0,0101000020E6100000265305A392A15EC0450DA661F8004840
BABY ISLAND WATER ASSN,PO BOX 233,FREELAND,WA,98249,233,2,3829,Manufacturer Of Measuring Instruments,50292186,400441264,48.00947,-122.52985,7,9,0,0,0,0101000020E61000004772F90FE9A15EC085251E5036014840
FREELAND WAREHOUSING STORAGE,1702 LAYTON RD,FREELAND,WA,98249,,2,4225,General Storage Service,199413884,402049103,48.00947,-122.52985,7,9,0,0,0,0101000020E61000004772F90FE9A15EC085251E5036014840
BEVERLY BEACH WATERFRONT CABIN,4210 BEACH DR,FREELAND,WA,98249,9439,2,4941,Water Supply Service,164874274,400082753,48.059946,-122.512955,3,9,0,0,0,0101000020E610000076543541D4A05EC054C37E4FAC074840
ALLSTATE INSURANCE SUSAN,1592 MAIN ST,FREELAND,WA,98249,9499,3,6411,"Insurance Agents, Brokers And Service",37304804,402049049,48.009298,-122.529962,3,2,8524,14153,321,0101000020E6100000DB87BCE5EAA15EC088F546AD30014840
KENSINGTON PROPERTIES,5595 HARBOR AVE,FREELAND,WA,98249,3007,3,6531,Real Estate Agents And Managers,37326162,402049090,48.008129,-122.524165,3,9,148325462,18,14,0101000020E61000004D2D5BEB8BA15EC01893FE5E0A014840
DARCY'S,1592 MAIN ST # B,FREELAND,WA,98249,9499,2,7241,Barber Shop,37304804,584095061,48.009298,-122.529962,3,9,0,0,0,0101000020E6100000DB87BCE5EAA15EC088F546AD30014840
FREELAND AUTOMOTIVE,1660 ROBERTA AVE,FREELAND,WA,98249,,2,7538,General Automotive Repair Service,37305564,402554989,48.00947,-122.52985,7,9,0,0,0,0101000020E61000004772F90FE9A15EC085251E5036014840
RAVENHILL CONSTRUCTION,689 SPRING ST,FRIDAY HARBOR,WA,98250,8058,3,1521,Single-Family Homes Contractor,32366904,402390311,48.531564,-123.023014,3,9,0,0,0,0101000020E61000006956B60F79C15EC090DD054A0A444840
RUMOR MILL,175 N FIRST ST,FRIDAY HARBOR,WA,98250,,6,5812,Eating Places,40716359,402550805,48.535819,-123.017465,3,9,0,0,0,0101000020E6100000C7F484251EC15EC0A7C98CB795444840
CREATIVE PASSIONS,50 MALCOLM ST # 704,FRIDAY HARBOR,WA,98250,7161,1,5947,Retailer Of Gifts And Novelties,31070406,402550163,48.531088,-123.01418,3,9,0,0,0,0101000020E610000077103B53E8C05EC026A60BB1FA434840
PHARM-A-SAVE,207 E STANLEY ST,GRANITE FALLS,WA,98252,8480,14,5912,Drug Stores And Proprietary Stores,199415659,437191687,48.083527,-121.966723,3,9,0,0,0,0101000020E6100000A05225CADE7D5EC09FAA4203B10A4840
GRANITE FALLS DENTAL CARE,207 E STANLEY ST,GRANITE FALLS,WA,98252,8480,5,8021,Dentist's Office,199415659,697058345,48.083527,-121.966723,3,9,0,0,0,0101000020E6100000A05225CADE7D5EC09FAA4203B10A4840
RAVEN ROCKS STUDIO,765 WONN RD # C101,GREENBANK,WA,98253,6422,1,5999,Retailer Of Miscellaneous Merchandise,37330717,402048943,48.105677,-122.574876,3,9,0,0,0,0101000020E610000057D0B4C4CAA45EC03E78EDD2860D4840
BUYER'S DATA,546 PETERS RD,GREENBANK,WA,98253,9616,1,6531,Real Estate Agents And Managers,199415882,402049087,48.067058,-122.584398,3,9,0,0,0,0101000020E61000004276DEC666A55EC0B477465B95084840
HUTCH STUDIO,617 MORRIS ST,LA CONNER,WA,98257,,2,5999,Retailer Of Miscellaneous Merchandise,37327628,402309701,48.392324,-122.489153,3,2,0,0,0,0101000020E6100000616F62484E9F5EC0CCB73EAC37324840
LYSEBANK,101 1ST ST,LA CONNER,WA,98257,,2,6411,"Insurance Agents, Brokers And Service",37294907,402309911,48.391723,-122.495854,3,9,0,0,0,0101000020E6100000CF656A12BC9F5EC0A60BB1FA23324840
NORTH COUNTY AUTO SALES,9015 VERNON RD # 6,LAKE STEVENS,WA,98258,2432,1,5511,Retailer Of Automobiles,31280575,402345926,48.003036,-122.109413,3,9,0,0,0,0101000020E61000007730629F00875EC0F75AD07B63004840
GAMES PLUS,1805 MAIN ST # A,LAKE STEVENS,WA,98258,,3,5945,Retailer Of Toys And Games,31273657,804391837,48.014638,-122.063945,3,9,133067,16,11,0101000020E610000089EFC4AC17845EC0B1A371A8DF014840
ASSET RECOVERY FIRM,9623 32ND ST SE,LAKE STEVENS,WA,98258,5779,5,7389,Business Service,15607116,402345887,47.967435,-122.10187,3,9,0,0,0,0101000020E6100000639CBF0985865EC0BD00FBE8D4FB4740
CROSS FIT ALL IN,13815 28TH ST NE,LAKE STEVENS,WA,98258,9717,2,7991,Physical Fitness Facility,146020254,402446745,48.022979,-122.043761,3,2,0,0,0,0101000020E6100000C7F5EFFACC825EC055BFD2F9F0024840
NEW YORK LIFE,216 MCLEOD ALY # 202,LANGLEY,WA,98260,,2,6411,"Insurance Agents, Brokers And Service",37311302,402049032,48.02361,-122.44016,7,2,148331447,1402,265,0101000020E61000007940D9942B9C5EC0E5ED08A705034840
LANGLEY SALON & SPA,120A 2ND ST,LANGLEY,WA,98260,,2,7231,Beauty Shops,37299067,402048965,48.040103,-122.409227,3,9,0,0,0,0101000020E6100000F96871C6309A5EC05ABC581822054840
LA FOREST GAIL TRANQUIL CMPTR,221 2ND ST # 10,LANGLEY,WA,98260,,2,7378,Computer Maintenance Service,43018950,402049004,48.039809,-122.408398,3,9,0,0,0,0101000020E61000001E705D31239A5EC0118B187618054840
SPECIAL ORDER,4089 FALLVIEW LN,LANGLEY,WA,98260,,1,7631,Clock/Jewelry Repair Shop,199424646,259162170,48.02361,-122.44016,7,9,0,0,0,0101000020E61000007940D9942B9C5EC0E5ED08A705034840
SOUTH WHIDBEY PARKS & REC DIST,5475 MAXWELTON RD,LANGLEY,WA,98260,8618,5,7999,Recreation Service,46905468,495394496,48.011917,-122.409631,3,9,0,0,0,0101000020E6100000611BF164379A5EC01AA20A7F86014840
FRENCH SOCCER ACADEMY INC,PO BOX 1148,LANGLEY,WA,98260,1148,2,8299,School/Educational Service,137973549,402049116,48.02361,-122.44016,7,9,0,0,0,0101000020E61000007940D9942B9C5EC0E5ED08A705034840
SOUTH WIDBEY COMMONS,113 MCLEOD ALY,LANGLEY,WA,98260,,100,8641,Civic/Social Association,47217867,686096538,48.02361,-122.44016,7,9,0,0,0,0101000020E61000007940D9942B9C5EC0E5ED08A705034840
UNITY OF WHIDBEY,5671 CRAWFORD RD,LANGLEY,WA,98260,,1,8661,Religious Organization,199424648,505715300,48.004461,-122.442176,3,9,0,0,0,0101000020E6100000DFC4909C4C9C5EC0C18D942D92004840
SOUTH WHIDBEY COMMUNITY CHURCH,5142 BAYVIEW RD,LANGLEY,WA,98260,,2,8661,Religious Organization,37620552,402048997,48.015343,-122.460363,3,9,0,0,0,0101000020E610000076525F96769D5EC07C9C69C2F6014840
ISLAND COUNTY PUBLIC HEALTH,506 BAYVIEW RD,LANGLEY,WA,98260,,5,9431,Public Health Programs,199424647,527575195,48.02361,-122.44016,7,9,0,0,0,0101000020E61000007940D9942B9C5EC0E5ED08A705034840
LOPEZ VILLAGE MARKET,162 WEEKS RD,LOPEZ ISLAND,WA,98261,,29,5411,Retailer Of Groceries,199427166,402390317,48.526833,-122.911443,3,9,0,0,0,0101000020E6100000C34A051555BA5EC00FBA84436F434840
TREEHOUSE HEALING ARTS STUDIO,308 LOPEZ RD,LOPEZ ISLAND,WA,98261,,1,7299,Personal Service,31161451,402771500,48.542953,-122.913435,3,9,0,0,0,0101000020E6100000650113B875BA5EC0EE21E17B7F454840
LYMAN TOWN HALL,8405 S MAIN ST,LYMAN,WA,98263,,5,9111,Executive Office,199428111,505715698,48.52578,-122.05985,7,9,0,0,0,0101000020E6100000992A1895D4835EC0087250C24C434840
T J NAILS & SPA,8140 GUIDE MERIDIAN RD,LYNDEN,WA,98264,9421,3,7231,Beauty Shops,31178028,402792700,48.936614,-122.485191,3,9,0,0,0,0101000020E610000011548D5E0D9F5EC0E57CB1F7E2774840
